,query,lab1,lab2,lab3,lab4,lab5,word_count,has_num,char_count,char_per_word,noun_count,verb_count,prep_count,meaning_count,categories,super_categories,sup1,sup2,sup3,sup4,sup_cat_bool,bools,label1,label2,label3,label4,label5,label6,label7
54,automotive lights,Living\Car & Garage,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,,2,False,17,8.5,0,0,0,3,"['Living\\Car & Garage', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
55,autos under $200.00,Living\Car & Garage,Shopping\Bargains & Discounts,Shopping\Auctions & Bids,,,3,True,19,6.333333333333332,1,0,1,3,"['Living\\Car & Garage', 'Shopping\\Bargains & Discounts', 'Shopping\\Auctions & Bids']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
56,avecia,Information\Science & Technology,Living\Health & Fitness,Information\Companies & Industries,Shopping\Stores & Products,,1,False,6,6.0,1,0,0,4,"['Information\\Science & Technology', 'Living\\Health & Fitness', 'Information\\Companies & Industries', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
57,azcentral,Information\Local & Regional ,Information\References & Libraries,Information\Companies & Industries,Information\Law & Politics,,1,False,9,9.0,0,0,0,4,"['Information\\Local & Regional ', 'Information\\References & Libraries', 'Information\\Companies & Industries', 'Information\\Law & Politics']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
58,baby arab songs,Living\Family & Kids,Entertainment\Music,Information\Local & Regional ,Living\Religion & Belief,,3,False,15,5.0,1,0,0,4,"['Living\\Family & Kids', 'Entertainment\\Music', 'Information\\Local & Regional ', 'Living\\Religion & Belief']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
59,babylonian numbers,Information\Arts & Humanities,Information\Science & Technology,,,,2,False,18,9.0,0,0,0,2,"['Information\\Arts & Humanities', 'Information\\Science & Technology']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
60,baker's rack,Living\Food & Cooking,Living\Furnishing & Houseware,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,2,False,12,6.0,2,0,0,4,"['Living\\Food & Cooking', 'Living\\Furnishing & Houseware', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
61,balmorhea blue agate,Living\Travel & Vacation,Information\Arts & Humanities,,,,3,False,20,6.666666666666668,3,0,0,2,"['Living\\Travel & Vacation', 'Information\\Arts & Humanities']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
62,baltimore ravens,Sports\American Football,Sports\News & Scores,Information\Local & Regional ,Shopping\Other,,2,False,16,8.0,1,0,0,4,"['Sports\\American Football', 'Sports\\News & Scores', 'Information\\Local & Regional ', 'Shopping\\Other']","['Information', 'Shopping', 'Sports']",Sports, 'Shopping',['Information',,"[False, False, True, False, False, True, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
63,bankruptcy fraud,Living\Finance & Investment,Information\Law & Politics,Information\Companies & Industries,,,2,False,16,8.0,2,0,0,3,"['Living\\Finance & Investment', 'Information\\Law & Politics', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
64,bar accessories,Living\Food & Cooking,Living\Furnishing & Houseware,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,2,False,15,7.5,1,0,0,4,"['Living\\Food & Cooking', 'Living\\Furnishing & Houseware', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
65,barnyard animals,Living\Pets & Animals,Information\Science & Technology,Living\Family & Kids,,,2,False,16,8.0,1,0,0,3,"['Living\\Pets & Animals', 'Information\\Science & Technology', 'Living\\Family & Kids']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
66,barnyard pictures,Entertainment\Pictures & Photos,Living\Pets & Animals,Information\Science & Technology,Living\Family & Kids,,2,False,17,8.5,1,0,0,4,"['Entertainment\\Pictures & Photos', 'Living\\Pets & Animals', 'Information\\Science & Technology', 'Living\\Family & Kids']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
67,barstool,Living\Furnishing & Houseware,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,,1,False,8,8.0,1,0,0,3,"['Living\\Furnishing & Houseware', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
68,basic basketball skills,Sports\Basketball,Information\Other,,,,3,False,23,7.666666666666668,1,0,0,2,"['Sports\\Basketball', 'Information\\Other']","['Information', 'Sports']",Sports,['Information',,,"[False, False, True, False, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
69,bass sandals,Living\Fashion & Apparel,Sports\Outdoor Recreations,Sports\Other,Shopping\Stores & Products,Shopping\Buying Guides & Researching,2,False,12,6.0,1,0,0,5,"['Living\\Fashion & Apparel', 'Sports\\Outdoor Recreations', 'Sports\\Other', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Living', 'Shopping', 'Sports']",Sports, 'Shopping',['Living',,"[False, False, False, True, False, True, True]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'TRUE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
70,bateries or for or cell or phones,Computers\Mobile Computing,Computers\Hardware,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,7,False,33,4.714285714285714,1,0,1,4,"['Computers\\Mobile Computing', 'Computers\\Hardware', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Computers', 'Shopping']",Shopping,['Computers',,,"[True, False, False, False, False, True, False]","['TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
71,baylor hospital irving,Living\Health & Fitness,Information\Local & Regional ,Information\Education,,,3,False,22,7.333333333333332,3,0,0,3,"['Living\\Health & Fitness', 'Information\\Local & Regional ', 'Information\\Education']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
72,beacon federal,Living\Finance & Investment,Information\Companies & Industries,,,,2,False,14,7.0,1,0,0,2,"['Living\\Finance & Investment', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
73,beaver collectibles,Living\Gifts & Collectables,Living\Travel & Vacation,Shopping\Auctions & Bids,Shopping\Stores & Products,Information\Arts & Humanities,2,False,19,9.5,1,0,0,5,"['Living\\Gifts & Collectables', 'Living\\Travel & Vacation', 'Shopping\\Auctions & Bids', 'Shopping\\Stores & Products', 'Information\\Arts & Humanities']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
74,beckhoff,Information\Companies & Industries,Computers\Hardware,Computers\Software,,,1,False,8,8.0,1,0,0,3,"['Information\\Companies & Industries', 'Computers\\Hardware', 'Computers\\Software']","['Computers', 'Information']",Information,['Computers',,,"[True, False, True, False, False, False, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
75,bedroom idea master,Living\Furnishing & Houseware,Living\Family & Kids,Information\Arts & Humanities,,,3,False,19,6.333333333333332,3,0,0,3,"['Living\\Furnishing & Houseware', 'Living\\Family & Kids', 'Information\\Arts & Humanities']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
76,best water treatment,Living\Health & Fitness,Living\Tools & Hardware,Information\Companies & Industries,Shopping\Buying Guides & Researching,Information\Science & Technology,3,False,20,6.666666666666668,2,0,0,5,"['Living\\Health & Fitness', 'Living\\Tools & Hardware', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Information\\Science & Technology']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
77,bicycle rides party,Sports\Other,Living\Travel & Vacation,Entertainment\Humor & Fun,,,3,False,19,6.333333333333332,2,0,0,3,"['Sports\\Other', 'Living\\Travel & Vacation', 'Entertainment\\Humor & Fun']","['Entertainment', 'Living', 'Sports']",Sports, 'Living',['Entertainment',,"[False, True, False, True, False, False, True]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
78,biography beatrix potter,Living\Book & Magazine,Entertainment\Celebrities,Information\Arts & Humanities,Living\Family & Kids,,3,False,24,8.0,3,0,0,4,"['Living\\Book & Magazine', 'Entertainment\\Celebrities', 'Information\\Arts & Humanities', 'Living\\Family & Kids']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
79,bird of paradise flower,Living\Gifts & Collectables,Living\Landscaping & Gardening,Information\Science & Technology,,,4,False,23,5.75,3,0,1,3,"['Living\\Gifts & Collectables', 'Living\\Landscaping & Gardening', 'Information\\Science & Technology']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
80,birthdaysandangels,Living\Gifts & Collectables,Shopping\Stores & Products,Living\Family & Kids,Online Community\Homepages,,1,False,18,18.0,0,0,0,4,"['Living\\Gifts & Collectables', 'Shopping\\Stores & Products', 'Living\\Family & Kids', 'Online Community\\Homepages']","['Living', 'Online', 'Shopping']",Shopping, 'Online',['Living',,"[False, False, False, True, True, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
81,black art,Information\Arts & Humanities,Information\Law & Politics,Information\References & Libraries,,,2,False,9,4.5,1,0,0,3,"['Information\\Arts & Humanities', 'Information\\Law & Politics', 'Information\\References & Libraries']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
82,black boy,Living\Book & Magazine,Information\Arts & Humanities,,,,2,False,9,4.5,1,0,0,2,"['Living\\Book & Magazine', 'Information\\Arts & Humanities']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
83,black history month this week,Information\Arts & Humanities,Information\Education,Information\Law & Politics,,,5,False,29,5.8,3,0,0,3,"['Information\\Arts & Humanities', 'Information\\Education', 'Information\\Law & Politics']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
84,black monday,Living\Finance & Investment,Information\Arts & Humanities,Entertainment\Games & Toys,Information\Law & Politics,Computers\Multimedia,2,False,12,6.0,1,0,0,5,"['Living\\Finance & Investment', 'Information\\Arts & Humanities', 'Entertainment\\Games & Toys', 'Information\\Law & Politics', 'Computers\\Multimedia']","['Computers', 'Entertainment', 'Information', 'Living']",Living, 'Information', 'Entertainment',['Computers',"[True, True, True, True, False, False, False]","['TRUE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
85,bladder cancer symptoms,Living\Health & Fitness,Information\Science & Technology,,,,3,False,23,7.666666666666668,2,0,0,2,"['Living\\Health & Fitness', 'Information\\Science & Technology']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
86,blood work,Entertainment\Movies,Living\Book & Magazine,Living\Pets & Animals,Living\Health & Fitness,,2,False,10,5.0,2,0,0,4,"['Entertainment\\Movies', 'Living\\Book & Magazine', 'Living\\Pets & Animals', 'Living\\Health & Fitness']","['Entertainment', 'Living']",Living,['Entertainment',,,"[False, True, False, True, False, False, False]","['FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
87,bob moore auto,Living\Car & Garage,Shopping\Stores & Products,Information\Companies & Industries,Information\Local & Regional ,,3,False,14,4.666666666666667,3,0,0,4,"['Living\\Car & Garage', 'Shopping\\Stores & Products', 'Information\\Companies & Industries', 'Information\\Local & Regional ']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
88,bodega bay sportfishing,Sports\Outdoor Recreations,Living\Travel & Vacation,Information\Local & Regional ,,,3,False,23,7.666666666666668,2,0,0,3,"['Sports\\Outdoor Recreations', 'Living\\Travel & Vacation', 'Information\\Local & Regional ']","['Information', 'Living', 'Sports']",Sports, 'Living',['Information',,"[False, False, True, True, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
89,bolt-on rollcages,Living\Car & Garage,Sports\Auto Racing,Information\Science & Technology,,,2,False,17,8.5,0,0,0,3,"['Living\\Car & Garage', 'Sports\\Auto Racing', 'Information\\Science & Technology']","['Information', 'Living', 'Sports']",Sports, 'Living',['Information',,"[False, False, True, True, False, False, True]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
90,bon ton,Shopping\Stores & Products,Living\Fashion & Apparel,Information\Companies & Industries,Entertainment\Radio,Living\Travel & Vacation,2,False,7,3.5,2,0,0,5,"['Shopping\\Stores & Products', 'Living\\Fashion & Apparel', 'Information\\Companies & Industries', 'Entertainment\\Radio', 'Living\\Travel & Vacation']","['Entertainment', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Entertainment',"[False, True, True, True, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
91,book storage and preservation,Living\Book & Magazine,Information\Science & Technology,Shopping\Stores & Products,Information\Companies & Industries,Living\Furnishing & Houseware,4,False,29,7.25,3,0,0,5,"['Living\\Book & Magazine', 'Information\\Science & Technology', 'Shopping\\Stores & Products', 'Information\\Companies & Industries', 'Living\\Furnishing & Houseware']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
92,boostmobile,Computers\Mobile Computing,Online Community\Homepages,Entertainment\Humor & Fun,Online Community\Forums & Groups,,1,False,11,11.0,1,0,0,4,"['Computers\\Mobile Computing', 'Online Community\\Homepages', 'Entertainment\\Humor & Fun', 'Online Community\\Forums & Groups']","['Computers', 'Entertainment', 'Online']",Online, 'Entertainment',['Computers',,"[True, True, False, False, True, False, False]","['TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
